index,dataset,prompt_id,prompt_lang,accuracy,micro_prec,micro_rec,micro_f1_score,macro_prec,macro_rec,macro_f1_score,weighted_prec,weighted_rec,weighted_f1_score
42,nusatranslation_senti_bew_nusantara_text,0,eng,0.9991666666666666,0.9991666666666666,0.9991666666666666,0.9991666666666666,0.75,0.7492354740061162,0.7496171516079633,1.0,0.9991666666666666,0.9995826952526798
43,nusatranslation_senti_bhp_nusantara_text,0,eng,0.996,0.996,0.996,0.996,0.6,0.5982758620689654,0.5991341991341992,1.0,0.996,0.997991341991342
44,nusatranslation_senti_jav_nusantara_text,0,eng,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,nusatranslation_senti_mad_nusantara_text,0,eng,0.9958333333333333,0.9958333333333333,0.9958333333333333,0.9958333333333333,0.375,0.37368697478991597,0.3743400211193242,1.0,0.9958333333333333,0.9979056670186555
46,nusatranslation_senti_mak_nusantara_text,0,eng,0.9975,0.9975,0.9975,0.9975,0.5,0.49918032786885247,0.49958915365653245,1.0,0.9975,0.9987469186524239
47,nusatranslation_senti_min_nusantara_text,0,eng,0.9983333333333333,0.9983333333333333,0.9983333333333333,0.9983333333333333,0.6,0.5988165680473372,0.5994065281899109,1.0,0.9983333333333333,0.9991641938674579
48,nusatranslation_senti_mui_nusantara_text,0,eng,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49,nusatranslation_senti_rej_nusantara_text,0,eng,0.996,0.996,0.996,0.996,0.6,0.5983673469387755,0.5991803278688524,1.0,0.996,0.9979918032786886
50,nusatranslation_senti_sun_nusantara_text,0,eng,0.9991666666666666,0.9991666666666666,0.9991666666666666,0.9991666666666666,0.75,0.7493016759776536,0.7496503496503497,1.0,0.9991666666666666,0.9995827505827506
51,nusax_senti_ace_nusantara_text,0,eng,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,nusax_senti_ban_nusantara_text,0,eng,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53,nusax_senti_bjn_nusantara_text,0,eng,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54,nusax_senti_bug_nusantara_text,0,eng,0.9975,0.9975,0.9975,0.9975,0.75,0.7488532110091743,0.7494252873563219,1.0,0.9975,0.9987471264367815
55,nusax_senti_eng_nusantara_text,0,eng,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56,nusax_senti_ind_nusantara_text,0,eng,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
57,nusax_senti_jav_nusantara_text,0,eng,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58,nusax_senti_mad_nusantara_text,0,eng,0.995,0.995,0.995,0.995,0.6,0.5982758620689654,0.5991341991341992,1.0,0.995,0.9974891774891774
59,nusax_senti_min_nusantara_text,0,eng,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,nusax_senti_nij_nusantara_text,0,eng,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,nusax_senti_sun_nusantara_text,0,eng,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
62,nusax_senti_bbc_nusantara_text,0,eng,0.9975,0.9975,0.9975,0.9975,0.75,0.7489626556016598,0.7494802494802495,1.0,0.9975,0.9987474012474012
63,smsa_nusantara_text,0,eng,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,wrete_nusantara_pairs,0,eng,0.99,0.99,0.99,0.99,0.6666666666666666,0.6631944444444445,0.6649214659685864,1.0,0.99,0.9949738219895288
