index,dataset,prompt_id,prompt_lang,accuracy,micro_prec,micro_rec,micro_f1_score,macro_prec,macro_rec,macro_f1_score,weighted_prec,weighted_rec,weighted_f1_score
124,nusatranslation_senti_btk_nusantara_text,1,eng,0.3416666666666667,0.3416666666666667,0.3416666666666667,0.3416666666666667,0.50625,0.22413829624749018,0.30854408570028485,0.8275572916666667,0.3416666666666667,0.4811219179841147
125,nusatranslation_senti_btk_nusantara_text,2,eng,0.4725,0.4725,0.4725,0.4725,0.4836775351598714,0.338796151054714,0.3811246730601569,0.800802167781131,0.4725,0.5733828465562336
126,nusatranslation_senti_bew_nusantara_text,0,eng,0.7433333333333333,0.7433333333333333,0.7433333333333333,0.7433333333333333,0.5417941194831138,0.4942356124431839,0.5133952279584356,0.8699606196807957,0.7433333333333333,0.797443668995402
127,nusatranslation_senti_bew_nusantara_text,1,eng,0.5516666666666666,0.5516666666666666,0.5516666666666666,0.5516666666666666,0.5456017845019882,0.3640666998895173,0.43417233993817844,0.8789070167781979,0.5516666666666666,0.6748312305036638
128,nusatranslation_senti_bew_nusantara_text,2,eng,0.6716666666666666,0.6716666666666666,0.6716666666666666,0.6716666666666666,0.5373481893203471,0.47030401138049865,0.4890865894096332,0.8723050151704445,0.6716666666666666,0.7436935741633337
129,nusatranslation_senti_bhp_nusantara_text,0,eng,0.484,0.484,0.484,0.484,0.4322916666666667,0.3361111111111111,0.3617226197028068,0.74125,0.484,0.5668904788112272
130,nusatranslation_senti_bhp_nusantara_text,1,eng,0.22,0.22,0.22,0.22,0.4484298473062518,0.16150793650793652,0.2243823652569241,0.7659118409680207,0.22,0.32711132380211755
131,nusatranslation_senti_bhp_nusantara_text,2,eng,0.332,0.332,0.332,0.332,0.4438534278959811,0.2701058201058201,0.28692744546467813,0.7753900709219858,0.332,0.4077150894326204
132,nusatranslation_senti_jav_nusantara_text,0,eng,0.7583333333333333,0.7583333333333333,0.7583333333333333,0.7583333333333333,0.5542510544390907,0.5062761086454107,0.5260196728928038,0.8829748142489653,0.7583333333333333,0.8121073294667699
133,nusatranslation_senti_jav_nusantara_text,1,eng,0.5758333333333333,0.5758333333333333,0.5758333333333333,0.5758333333333333,0.5447694334650857,0.3809869416359244,0.44506092561969757,0.8818492753623187,0.5758333333333333,0.6927687305203833
134,nusatranslation_senti_jav_nusantara_text,2,eng,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.536430337732574,0.49312744084827526,0.5007011233612219,0.8764601679386598,0.7083333333333334,0.7674938879766466
